Name,Address,Project_Status,Occupancy_Year,Design___Accessible_1BR,Design___Accessible_2BR,Design___Accessible_3BR,Design___Accessible_4BR,Design___Accessible_Studio,Design___Accessible_Room,Design___Adaptable_1BR,Design___Adaptable_2BR,Design___Adaptable_3BR,Design___Adaptable_4BR,Design___Standard_1BR,Design___Standard_2BR,Design___Standard_3BR,Design___Standard_4BR,Design___Standard_Studio,Design___Standard_Room,Clientele__Families,Clientele___Seniors,Clientele___Other,Operator,Operator_type,Local_Area,Index_Number,Latitude,Longitude,URL
"Co-op Demers ""La Bruyere""",3196 Heather St,Completed,1976,0,0,0,0,0,0,0,0,0,0,21,6,1,0,0,0,7,0,21,"Co-op Demers ""La Bruyere"" Co-op Hsg Assoc.",2,Fairview,196,49.25726946,-123.11963072,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=196
Cypress Walk,2425 Cypress St,Completed,1976,0,0,0,0,0,0,0,0,0,0,0,29,1,0,2,0,30,0,2,BC Housing,4,Kitsilano,153,49.26444467,-123.14845684,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=153
Garden Villa,800 McLean Dr,Completed,1976,0,0,0,0,2,0,0,0,0,0,13,0,0,0,4,0,0,0,19,BC Housing,4,Grandview-Woodland,237,49.27734561,-123.07393952,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=237
Maple Crest Apartment,2229 Maple St,Completed,1976,12,0,0,0,0,0,0,0,0,0,70,4,0,0,16,0,0,102,0,Shalom Branch #178 Canadian Legion,1,Kitsilano,226,49.26595347,-123.15077883,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=226
Redwood Mews,420 W 16th Ave,Completed,1976,0,0,0,0,0,0,0,0,0,0,6,16,8,0,0,0,24,0,6,BC Housing,4,Riley Park,76,49.25663732,-123.11276833,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=76
Renfrew Park Manor,3433 Renfrew St,Completed,1976,6,0,0,0,0,0,0,0,0,0,14,0,0,0,20,0,0,40,0,East Enders Amherst Lions Society,1,Renfrew-Collingwood,284,49.25359041,-123.0448255,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=284
Southwynd Place,8080 Yukon St,Completed,1976,1,0,0,0,8,0,0,0,0,0,13,0,0,0,67,0,0,89,0,Vancouver Kiwanis Housing Society,1,Marpole,319,49.21174063,-123.11404507,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=319
Broadway Manor,2633 E Broadway,Completed,1975,0,0,0,0,5,0,0,0,0,0,6,0,0,0,69,0,0,80,0,Broadway Pentecostal Benevolent Association,1,Hastings-Sunrise,118,49.2623094,-123.05120171,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=118
Chelsea Tower - Project 7,330 E 6th Ave,Completed,1975,0,0,0,0,0,0,0,0,0,0,7,0,0,0,40,0,0,46,1,New Chelsea Society,1,Mount Pleasant,31,49.26518737,-123.09804729,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=31
Kanata Co-op,7155 Blake St,Completed,1975,0,0,0,0,0,0,0,0,0,0,8,52,70,20,0,0,142,0,8,Kanata Co-op Housing Association,2,Killarney,114,49.21811899,-123.03056313,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=114
Seven Maples,1987 W 7th Ave,Completed,1975,2,0,0,0,0,0,0,0,0,0,5,0,0,0,31,0,0,38,0,BC Housing,4,Kitsilano,46,49.26575732,-123.14999063,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=46
St. Mary's Ukrainian Gardens,3111 Ash St,Completed,1975,2,0,0,0,0,0,0,0,0,0,44,0,0,0,44,0,0,90,0,St. Mary's Ukrainian Senior Citizens' Society,1,Fairview,105,49.25789384,-123.11839952,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=105
Steeves Manor,1985 Wallace St,Completed,1975,6,0,0,0,17,0,0,0,0,0,132,1,0,0,44,0,0,200,0,BC Housing,4,West Point Grey,313,49.26946318,-123.19139629,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=313
Strathcona Co-op,730 Union St,Completed,1975,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,7,0,0,Strathcona Co-op Housing Association,2,Strathcona,305,49.27720434,-123.08921553,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=305
Sunset Towers,1650 Haro St,Completed,1975,0,0,0,0,0,0,0,0,0,0,40,1,0,0,185,0,0,226,0,BC Housing,4,West End,443,49.28866855,-123.13484649,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=443
Sunset Towers,1655 Barclay,Completed,1975,6,0,0,0,14,0,0,0,0,0,68,0,0,0,177,0,0,265,0,BC Housing,4,West End,112,49.28866855,-123.13484649,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=112
Woodcroft,1880 W 2nd Ave,Completed,1975,3,0,0,0,0,0,0,0,0,0,7,0,0,0,21,0,0,31,0,BC Housing,4,Kitsilano,10,49.26956174,-123.1475091,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=10
Alexander Residence,58 Alexander St,Completed,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,City of Vancouver,4,Downtown,99,49.28344261,-123.1027163,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=99
China Creek Place,1040 E 7th Ave,Completed,1974,0,0,0,0,0,0,0,0,0,0,6,11,0,0,1,0,11,0,7,BC Housing,4,Mount Pleasant,25,49.26400829,-123.08252037,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=25
Grandview Tower #3,1420 E 2nd Ave,Completed,1974,0,0,0,0,0,0,0,0,0,0,10,0,0,0,45,0,0,55,0,Baptist Housing Society of B.C.,1,Grandview-Woodland,290,49.26829628,-123.07464212,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=290
Menno Court,1750 E 41st Ave,Completed,1974,0,0,0,0,0,0,0,0,0,0,42,0,0,0,128,0,0,170,0,Mennonite Senior Citizens' Society of B.C.,1,Victoria-Fraserview,84,49.23144219,-123.07016628,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=84
Moreland Kennedy House,2495 W 3rd Ave,Completed,1974,0,0,0,0,0,0,0,0,0,0,11,0,0,0,20,0,0,30,1,Brightside Community Homes Foundation,1,Kitsilano,16,49.26939934,-123.16187563,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=16
Oppenheimer Lodge,450 E Cordova St,Completed,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,147,0,City of Vancouver,4,Strathcona,146,49.28191513,-123.09391899,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=146
Champlain Place,3217 E 58th Ave,Completed,1973,0,0,0,4,0,0,0,0,0,0,37,32,19,8,0,0,100,0,0,BC Housing,4,Killarney,90,49.21763425,-123.03649042,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=90
Grandview Tower #1,1455 E 3rd Ave,Completed,1973,1,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,145,0,Baptist Housing Society of B.C.,1,Grandview-Woodland,13,49.26829628,-123.07464212,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=13
King's Daughter Manor,1400 E 11th Ave,Completed,1973,0,0,0,0,1,0,0,0,0,0,7,0,0,0,21,0,0,29,0,Brightside Community Homes Foundation,1,Kensington-Cedar Cottage,64,49.26029268,-123.07498181,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=64
Lions Argyle Manor,7008 Balmoral St,Completed,1973,0,0,0,0,0,0,0,0,0,0,10,0,0,0,11,0,0,21,0,South Amherst Housing Society,1,Victoria-Fraserview,107,49.21977498,-123.06809358,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=107
Pendrellis,1254 Pendrell St,Completed,1973,0,0,0,0,0,0,0,0,0,0,9,0,0,0,78,0,0,87,0,Parish of St.Paul-Pendrellis Society,1,West End,269,49.28280452,-123.13344925,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=269
Chau Luen Tower,325 Keefer St,Completed,1972,0,0,0,0,0,0,0,0,0,0,9,0,0,0,73,0,0,82,0,Chau Luen Kon Sol Society of Vancouver,1,Strathcona,205,49.27966994,-123.09648989,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=205
De Cosmos Village Co-op,3564 Dease Lane,Completed,1972,0,0,0,0,0,0,0,0,0,0,0,31,74,5,0,0,110,0,0,De Cosmos Village Co-op Housing Association,2,Killarney,154,49.2228022,-123.02554929,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=154
Soroptimist Lions Manor,1444 E 13th Ave,Completed,1972,0,0,0,0,0,0,0,0,0,0,5,0,0,0,19,0,0,24,0,Brightside Community Homes Foundation,1,Kensington-Cedar Cottage,69,49.2584527,-123.07476475,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=69
Twin Arms,1030 Burnaby St,Completed,1972,0,0,0,0,0,0,0,0,0,0,29,0,0,0,187,0,0,216,0,Society for Christian Care of the Elderly,1,West End,123,49.27877594,-123.13146057,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=123
Brant Villa,2270 E 25th Ave,Completed,1971,0,0,0,0,0,0,0,0,0,0,14,14,14,6,0,0,48,0,0,BC Housing,4,Kensington-Cedar Cottage,81,49.24741422,-123.05903401,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=81
China Villa,300 E Pender St,Completed,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47,0,50,0,Christ Church of China,1,Strathcona,256,49.28003018,-123.09649954,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=256
Loyal Orange Manor,1425 E 12th Ave,Completed,1971,0,0,0,0,0,0,0,0,0,0,5,0,0,0,16,0,0,20,1,Brightside Community Homes Foundation,1,Kensington-Cedar Cottage,66,49.25988863,-123.07523628,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=66
Odd Fellows Manor,3595 Kingsway,Completed,1971,0,0,0,0,0,0,0,0,0,0,15,0,0,0,29,0,0,44,0,Three Links Care Society,1,Renfrew-Collingwood,214,49.23247694,-123.0265823,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=214
Rupert Lane,4830 Rupert St,Completed,1971,0,0,0,0,0,0,0,0,0,0,17,16,6,3,0,0,42,0,0,BC Housing,4,Renfrew-Collingwood,286,49.24060975,-123.03639148,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=286
Carolina Court,600 E 6th Ave,Completed,1970,0,0,0,0,0,0,0,0,0,0,28,22,0,0,0,0,22,0,28,BC Housing,4,Mount Pleasant,32,49.2649808,-123.09008792,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=32
Columbus Tower,5233 Joyce St,Completed,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,81,1,Columbus Charities,1,Renfrew-Collingwood,203,49.23748176,-123.03307907,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=203
Gordon Fahrni House,1630 Barclay St,Completed,1970,0,0,0,0,0,0,0,0,0,0,7,0,0,0,34,0,0,41,0,Brightside Community Homes Foundation,1,West End,111,49.28821106,-123.1353019,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=111
Kiwanis Manor,8790 SW Marine Dr,Completed,1970,0,0,0,0,0,0,0,0,0,0,8,0,0,0,42,0,0,50,0,Vancouver Kiwanis Senior Citizens Housing Society,1,Marpole,233,49.20576794,-123.14167031,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=233
MacLean Park - Phase II,350 Keefer St,Completed,1970,0,0,0,0,0,0,0,0,0,0,70,72,45,22,91,0,139,161,0,BC Housing,4,Strathcona,202,49.27849178,-123.09526693,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=202
Ukrainian Manor,7007 Kerr St,Completed,1970,0,0,0,0,0,0,0,0,0,0,9,0,0,0,27,0,0,36,0,Ukrainian Senior Citizens Association,1,Killarney,208,49.21945024,-123.04186443,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=208
Chimo Terrace,2080 Wall St,Completed,1969,0,0,0,0,0,0,0,0,0,0,41,39,0,0,0,0,39,41,0,BC Housing,4,Grandview-Woodland,311,49.28617719,-123.06138018,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=311
Culloden Court,6100 Inverness St,Completed,1969,0,0,0,0,0,0,0,0,0,0,24,48,24,16,20,0,88,44,0,BC Housing,4,Sunset,217,49.22835508,-123.07858498,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=217
Grandview Terrace,1501 Woodland Dr,Completed,1969,0,0,0,0,0,0,0,0,0,0,29,32,10,12,71,0,54,100,0,BC Housing,4,Grandview-Woodland,238,49.27099676,-123.07443151,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=238
Lions Manor-6th Ave.,325 E 6th Ave,Completed,1969,0,0,0,0,0,0,0,0,0,0,2,0,0,0,34,0,0,36,0,Mount Pleasant Housing Society,1,Mount Pleasant,30,49.26569521,-123.09777754,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=30
Nicholson Towers,1115 Nelson St,Completed,1969,0,0,0,0,0,0,0,0,0,0,36,0,0,0,187,0,0,223,0,BC Housing,4,West End,247,49.28327763,-123.12867658,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=247
Scottish Manor,7101 Kerr St,Completed,1969,0,0,0,0,0,0,0,0,0,0,4,0,0,0,30,0,0,34,0,Vancouver Kiwanis Senior Citizens Housing Society,1,Killarney,209,49.21887003,-123.041933,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=209
The Fair Haven,6465 Vivian St,Completed,1968,0,0,0,0,0,0,0,0,0,0,7,0,0,0,43,0,0,50,0,The Fair Haven United Church Homes,1,Victoria-Fraserview,385,49.2253565,-123.05069803,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=385
Burrard Manor,2330 Balsam St,Completed,1967,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,0,16,0,Brightside Community Homes Foundation,1,Kitsilano,108,49.26508927,-123.15956116,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=108
Stamp's Place,512 Campbell Ave,Completed,1967,0,0,0,0,0,0,0,0,0,0,42,104,117,20,92,0,241,134,0,BC Housing,4,Strathcona,129,49.27900972,-123.08401895,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=129
Killarney Gardens,6620 Elliott St,Completed,1966,0,0,0,0,0,0,0,0,0,0,57,1,0,0,92,0,0,120,30,BC Housing,4,Victoria-Fraserview,158,49.22319619,-123.05403611,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=158
Beulah Garden Homes,2050 Rupert St,Completed,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,48,0,Beulah Garden Homes Society,1,Hastings-Sunrise,291,49.26621497,-123.03326161,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=291
Gillard Manor,2122 Oxford St,Completed,1965,0,0,0,0,0,0,0,0,0,0,11,0,0,0,31,0,0,42,0,Vancouver East Lion's Housing Foundation,1,Grandview-Woodland,252,49.28545308,-123.06137361,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=252
MacLean Park - Phase I,705 Jackson Ave,Completed,1965,0,0,0,0,0,0,0,0,0,0,52,18,13,7,67,0,38,119,0,BC Housing,4,Strathcona,206,49.27849178,-123.09526693,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=206
Wallace Wilson House,1620 E 6th Ave,Completed,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,40,1,Brightside Community Homes Foundation,1,Grandview-Woodland,35,49.26471876,-123.0713509,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=35
Parkdale Manor,2740 W King Edward Ave,Completed,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,52,0,Calling Ministries,1,Arbutus-Ridge,210,49.247574,-123.16606118,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=210
King Edward Court,2751 W King Edward,Completed,1963,0,0,0,0,0,0,0,0,0,0,8,0,0,0,50,0,0,58,0,Anglican Homes,1,Arbutus-Ridge,211,49.24842742,-123.16653193,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=211
Chelsea Lodge,3075 Nanaimo St,Completed,1962,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49,0,0,49,1,New Chelsea Society,1,Kensington-Cedar Cottage,243,49.25707726,-123.05714229,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=243
Edward Byers House,1451 E 12th Ave,Completed,1962,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36,0,0,37,0,Brightside Community Homes Foundation,1,Kensington-Cedar Cottage,67,49.25988091,-123.07467003,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=67
Skeena Terrace - East,2203 Skenna St,Completed,1962,0,0,0,0,0,0,0,0,0,0,0,40,50,4,0,0,94,0,0,BC Housing,4,Hastings-Sunrise,542,49.26414271,-123.02907422,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=542
Skeena Terrace - West,3400 E 5th Av,Completed,1962,0,0,0,0,0,0,0,0,0,0,48,30,19,20,21,0,69,69,0,BC Housing,4,Hastings-Sunrise,132,49.26414502,-123.03033314,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=132
Soroptimist Apartments,546 W 13th Ave,Completed,1960,0,0,0,0,0,0,0,0,0,0,10,0,0,0,11,0,0,21,0,Soroptimist Club of Vancouver,1,Fairview,70,49.25923061,-123.11636959,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=70
Orchard Park,5701 Nanaimo St,Completed,1959,4,0,0,0,4,0,0,0,0,0,30,64,50,3,14,0,117,52,0,BC Housing,4,Victoria-Fraserview,244,49.23115573,-123.05939466,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=244
Lions Manor,740 Commercial Dr,Completed,1958,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,24,0,Vancouver East Lion's Housing Foundation,1,Grandview-Woodland,137,49.27820526,-123.07022885,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=137
1040-1080 Barclay,1040-1080 Barclay,Proposed,,,,,,,,,,,,,,,,,,0,0,162,,5,West End,833,49.28235605,-123.12626328,
1045 Seymour (150 Robson),1045 Seymour,Proposed,,,,,,,,,,,,,,,,,,0,0,72,,5,Downtown,822,49.27821085,-123.12320111,
1065 Harwood & 1332 Thurlow,1065 Harwood,Proposed,,,,,,,,,,,,,,,,,,0,0,97,,5,West End,826,49.27890834,-123.13265937,
1485 Davie,1485 Davie,Proposed,,,,,,,,,,,,,,,,,,0,0,51,,5,West End,836,49.28424895,-123.13662453,
1636 Clark (1st & Clark),1636 Clark,Proposed,,,,,,,,,,,,,,,,,,0,0,97,,5,Grandview-Woodland,832,49.26993272,-123.07689399,
1171 Jervis,1171 Jervis,Under Construction,,,,,,,,,,,,5,13,,,9,,13,0,14,,5,West End,787,49.2831831,-123.13510209,
"155, 137 E 37th Ave",155 E 37th Ave,Under Construction,,,,,,,,,,,,,,,,,,0,0,46,,5,Riley Park,841,49.23763885,-123.10260504,
179 Main Street,179 Main Street,Under Construction,,,,,,,,,,,,,,,,9,,0,0,9,,5,Downtown,777,49.28360719,-123.10002033,
1847 Main,1847 Main Street,Under Construction,,,,,,,,,,,,,8,,,22,,8,0,22,,5,Mount Pleasant,796,49.2686764,-123.1012269,
2780 - 2800 E Marine Dr,2780 - 2800 SE Marine Dr,Under Construction,,,,,,,,,,,,,,32,,,,32,0,0,,5,Kerrisdale,780,49.22531909,-123.16824661,
2780 - 2800 E Marine Dr,2780 - 2800 SE Marine Dr,Under Construction,,,,,,,,,,,,,,,,,,0,0,188,,5,Kerrisdale,779,49.22531909,-123.16824661,
2910 Kent St S,2910 E Kent Ave S,Under Construction,,,,,,,,,,,,,35,55,,,,90,0,0,,5,Killarney,781,49.20585236,-123.04688164,
3595 Kingsway,3595 Kingsway,Under Construction,,,,,,,,,,,,,,,,,,0,0,148,,5,Renfrew-Collingwood,789,49.23247694,-123.0265823,
4949 Heather St,4949 Heather St,Under Construction,,,,,,12,,,,,,,,,,86,,0,0,98,,5,South Cambie,846,49.23962564,-123.12199078,
610 and 620 Cambie St,688 Cambie St,Under Construction,,,,,,12,,,,,,,,,,86,,0,0,98,,5,Downtown,847,49.27994596,-123.11123699,
933 E Hastings Street,933 E Hastings Street,Under Construction,,,,,,,,,,,,29,17,,,24,,17,0,53,,5,Strathcona,805,49.28130552,-123.0840338,
946-950 Main St,946 - 950 Main Street,Under Construction,,,,,,,,,,,,4,,,,22,,0,0,26,,5,Strathcona,792,49.27598238,-123.09948504,
Fairhaven,2720 E 48th Ave,Under Construction,,,70,17,,,,,,,,,,,,,,0,87,0,,5,Victoria-Fraserview,797,49.22536362,-123.05137507,
Firehall No 5,3090 E 54 Ave,Under Construction,,,,,,,,,,,,,28,3,,,,31,0,0,,5,Killarney,783,49.21988385,-123.04175081,
Mirabel 1180 Broughton,1180 Broughton Street,Under Construction,,,,,,,,,,,,1,21,13,,33,,34,0,34,,5,West End,799,49.28357792,-123.13558496,
Oakridge Lutheran Church,"585 W 41st Ave, 5688 Ash Street",Under Construction,,,,,,,,,,,,15,16,,,15,,16,0,30,,1,South Cambie,798,49.23385582,-123.11760049,
River District 8a,3185 Riverwalk Avenue,Under Construction,,,,,,,,,,,,30,48,24,,7,,72,0,37,,5,Killarney,807,49.20603626,-123.03904061,
Vancouver Masonic Centre,1495 W 8th Ave,Under Construction,,,,,,,,,,,,20,,,,,,89,0,60,,5,Fairview,791,49.26497349,-123.13751409,
